ROA C  before interest and depreciation before interest,ROA A  before interest and   after tax,ROA B  before interest and depreciation after tax,Operating Gross Margin,Realized Sales Gross Margin,Operating Profit Rate,Pre tax net Interest Rate,After tax net Interest Rate,Non industry income and expenditure revenue,Continuous interest rate  after tax,Operating Expense Rate,Research and development expense rate,Cash flow rate,Interest bearing debt interest rate,Tax rate  A,Net Value Per Share  B,Net Value Per Share  A,Net Value Per Share  C,Persistent EPS in the Last Four Seasons,Cash Flow Per Share,Revenue Per Share  Yuan,Operating Profit Per Share  Yuan,Per Share Net profit before tax  Yuan,Realized Sales Gross Profit Growth Rate,Operating Profit Growth Rate,After tax Net Profit Growth Rate,Regular Net Profit Growth Rate,Continuous Net Profit Growth Rate,Total Asset Growth Rate,Net Value Growth Rate,Total Asset Return Growth Rate Ratio,Cash Reinvestment,Current Ratio,Quick Ratio,Interest Expense Ratio,Total debt Total net worth,Debt ratio,Net worth Assets,Long term fund suitability ratio  A,Borrowing dependency,Contingent liabilities Net worth,Operating profit Paid in capital,Net profit before tax Paid in capital,Inventory and accounts receivable Net value,Total Asset Turnover,Accounts Receivable Turnover,Average Collection Days,Inventory Turnover Rate  times,Fixed Assets Turnover Frequency,Net Worth Turnover Rate  times,Revenue per person,Operating profit per person,Allocation rate per person,Working Capital to Total Assets,Quick Assets Total Assets,Current Assets Total Assets,Cash Total Assets,Quick Assets Current Liability,Cash Current Liability,Current Liability to Assets,Operating Funds to Liability,Inventory Working Capital,Inventory Current Liability,Current Liabilities Liability,Working Capital Equity,Current Liabilities Equity,Long term Liability to Current Assets,Retained Earnings to Total Assets,Total income Total expense,Total expense Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Working capitcal Turnover Rate,Cash Turnover Rate,Cash Flow to Sales,Fixed Assets to Assets,Current Liability to Liability,Current Liability to Equity,Equity to Long term Liability,Cash Flow to Total Assets,Cash Flow to Liability,CFO to Assets,Cash Flow to Equity,Current Liability to Current Assets,Liability Assets Flag,Net Income to Total Assets,Total assets to GNP price,No credit Interval,Gross Profit to Sales,Net Income to Stockholder s Equity,Liability to Equity,Degree of Financial Leverage  DFL,Interest Coverage Ratio  Interest expense to EBIT,Net Income Flag,Equity to Liability,Bankrupt?
0.5622765196662695,0.5025366560740367,0.6197173841603683,0.11880985060028171,0.11880985060028171,0.9980735072812248,0.9226475227956509,0.9361874704494213,0.6799985703439512,0.9314113076245084,2.7576638827254797e-15,0.7164328657314629,0.17549449533746853,1.4546909236373737e-13,0.0,0.08375193652880204,0.1203407400730162,0.1203407400730162,0.2681294161398285,0.611527456056683,1.8420085525689138e-11,0.12662521198417176,0.23120077678282455,0.0039698139829759255,0.05160529858740581,0.37375622502431805,0.37375622502431805,0.7198663768007538,0.5765765765765724,3.2408601115895383e-14,0.0023248875376357114,0.26068626044345344,4.195930745926222e-12,9.277178689850217e-13,0.10491003455900905,3.910971643336369e-13,0.2655579399141633,0.7344420600858375,0.0014569522761132114,0.371352746581731,0.013398240760445934,0.12667929971434227,0.22990803678528587,0.6800910348032712,0.14736842105263137,1.4956759446000002e-13,1.0947027111040177e-12,1.8112728653703703e-14,1.9612904585145145e-14,0.04564448730311809,8.271089220156028e-13,0.13393345121363087,5.128991235847858e-13,0.5324269002471818,0.3610325149454346,0.46193523417338866,0.14740072628450715,0.033023744959577564,1.214181088405876e-12,0.21383133132767734,0.340423278085782,0.9011115034454618,8.769557111177457e-13,0.7439556025809457,0.8233634043770359,0.5239914482050547,5.368532395142557e-13,0.8206473350200896,0.043358668918603835,0.06535876318569069,1.1782106651903921e-15,0.8947895791583155,0.8401341136592679,0.9339999999999995,0.9514499128894127,0.534406216779467,0.7439556025809457,0.5239914482050547,0.12376239146696993,0.329880633078111,0.39336070111409094,0.5714531248807179,0.27309827811611964,0.026979304885663927,0.0,0.7270100946057694,1.076992902971881e-13,0.38142004303273913,0.11882303734112476,0.8591681864600995,0.37256499579503344,0.18131247972986797,0.39268989410464616,0.0,0.037148040044407145,
0.6290822407628124,0.5652561743881356,0.6999671376930657,0.15061447930963845,0.15061447930963845,0.998436979595756,0.922891464834862,0.9363647550903808,0.6799980288075699,0.9316491518000606,1.1992361842966056e-14,0.39779559118236474,0.19658885511235236,6.647129359400001e-13,0.06663936943392365,0.08534810572273614,0.121873168972822,0.121873168972822,0.2916821618941369,0.6278103283826135,1.3922740011260397e-11,0.15361786319954765,0.2524544179523136,0.004105726282092728,0.05259206312124309,0.37570694677990524,0.37570694677990524,0.7206306399662443,0.7097097097097068,3.567968464852136e-14,0.005079453793253641,0.27142494509254245,5.630502925675595e-12,1.404270417742213e-12,0.10600032360177036,2.738505830485348e-13,0.20645565092990018,0.7935443490701004,0.0014794694315968119,0.37102506693388,0.013398240760445934,0.1538026416268355,0.2511643991052227,0.679660464787802,0.1293233082706766,1.3456917273141684e-13,1.2162288004593075e-12,1.5951442130090093e-14,1.2418982053913912e-14,0.03567984570877545,7.471064469390354e-13,0.1375984568397357,5.885894686840752e-13,0.5666911508331309,0.38900102584148405,0.44086283823823535,0.09957037384962905,0.049701985795847385,1.1401084215417582e-12,0.15189999017774403,0.369277968697682,0.9006784085293202,7.353255331056685e-13,0.671069977454122,0.8247794804322739,0.522453046111626,4.2617500658091193e-13,0.8525709731471922,0.056703654805916284,0.08757116096394618,3.5091105105411174e-15,2.2131888792184575e-15,0.8401636937987668,0.7819999999999979,0.9515372004162379,0.5480650547621977,0.671069977454122,0.522453046111626,0.12269506194212611,0.5348748660781917,0.4350956228860612,0.6505698595704201,0.3120603617160187,0.020179252066077513,0.0,0.7730162231221274,4.403209777072946e-14,0.38150399407784497,0.15062251650274194,0.8614651559544083,0.3714314655245026,0.18237153734725425,0.39518777800846294,0.0,0.0508981358826396,
0.6211561382598325,0.5640854100462731,0.6716398291160044,0.2624828434852571,0.2624828434852571,0.9986442095043699,0.9229872777311187,0.9363822274933978,0.6798805154126661,0.9316717459880678,8.610168198561209e-14,2.4225888353797594e-14,0.1964142669350537,0.0,0.3798751151602008,0.07638139054504457,0.11326452427096917,0.11326452427096917,0.2898227345977432,0.6257664531952584,9.735901648161922e-12,0.15898812888637653,0.25472003452368036,0.004124507768542618,0.05240010870326195,0.37494685212199474,0.37494685212199474,0.7203721963752479,0.724724724724722,3.461517831492007e-14,0.004896656490249729,0.27671151235555747,8.888129976052332e-12,2.499348170668526e-12,0.10501126383086223,2.099062425511094e-13,0.16908082975679567,0.8309191702432048,0.01678471315532108,0.36963718146295,0.013398240760445934,0.15907741041377985,0.25346618109513036,0.675398049449485,0.11278195488721848,1.4623461185365505e-13,1.1171796603741564e-12,1.7156407183073073e-14,2.6617513365563565e-13,0.028929604628736984,5.09599099055461e-13,0.13830573862723006,1.8031014830741903e-14,0.7833104427711364,0.7927774976085568,0.7549990988365212,0.5866348906923622,0.09254651669352953,6.219152618926071e-12,0.16620349314593558,0.377909218752716,0.9002582605868722,3.603505152680663e-14,0.9072477390922212,0.8397050634760559,0.5225495330847617,0.0,0.8447992014301953,0.05327911673767506,0.32834119269610484,1.7962852644348877e-14,1.9731280730581362e-14,0.8402892987664154,4.297212419039044e-14,0.9515721413563709,0.02136478938050792,0.9072477390922212,0.5225495330847617,0.12030133424138005,0.5901042739336042,0.45326328142301453,0.6569230371031372,0.3209485561757256,0.012727622495173237,0.0,0.7739250312877786,8.338643080432902e-15,0.3811949246645626,0.2624810974804592,0.8614571653950251,0.37081272307533136,0.18140803193346142,0.3929428460745532,0.0,0.0641539875592766,0.0
0.6887961859356373,0.6339967664603894,0.749589221163325,0.14255288939372535,0.14255288939372535,0.99856489561129,0.9229914870843011,0.9364227453934985,0.6800359363543123,0.9317175395655496,1.1007481884769643e-15,0.6673346693386774,0.1592244176970794,1.6163232484858588e-13,0.1424915549186202,0.21886296418008555,0.2500563392977871,0.2500563392977871,0.3894880376843936,0.0,9.226068938397087e-11,0.2891464104013576,0.5050167224080266,0.004099530161884288,0.07372978729880408,0.3976147146378075,0.3976147146378075,0.7305302516385086,8.027144142673525e-12,1.4850622951083217e-11,1.0,0.16132307658348674,3.475467811616789e-12,3.7486376010250427e-13,0.10515978874612486,1.2928316302579546e-12,0.5133226037195989,0.48667739628040096,0.006294126951883206,0.375022087621314,0.013398240760445934,0.1845037757728312,0.274992705620454,0.7047269297624111,0.2751879699248123,3.395476030220123e-13,4.818025489484131e-13,0.6746746746746747,4.59729512495986e-13,0.14368370298939254,4.2638819138467095e-12,0.15444462305095674,1.7706950276401254e-13,0.6329448699076026,0.5650843062223354,0.9532142396161228,0.11633220882915726,0.020709213525116895,3.806631773978241e-13,0.53391002556731,0.308660911618583,0.9021148558782882,1.24726043931e-12,0.9925342412202929,0.8468078054204118,0.5378881037504423,0.0,0.8512307235325074,0.06829660020138746,0.046966808589065843,1.7379313335631435e-14,6.102420609178417e-15,0.8401811207137032,0.8189999999999983,0.9515609069545062,0.032247850446425246,0.9925342412202929,0.5378881037504423,0.12030133424138005,0.5910785768761275,0.4359029197779374,0.36298320526555994,0.33535090456936245,0.0324063891482356,0.0,0.7902046411422372,5.399911823792776e-14,0.3807737118966713,0.14255658922786774,0.8637349906396985,0.38128619748042747,0.18153096830379412,0.39325939760688344,0.0,0.013056980935830315,
0.5626340882002381,0.513909795394993,0.6231350640814988,0.11475539148405978,0.11475539148405978,0.9979002690410743,0.922564337958944,0.9360839916487939,0.6800890069197523,0.9313140719225451,6.523381369649366e-15,0.7464929859719439,0.18079889495953638,1.9698939590919192e-13,0.0,0.07666306746162103,0.11353495290034651,0.11353495290034651,0.27432750712780485,0.6170459190625416,5.268605212894172e-12,0.13143018654607116,0.23756608048333133,0.003986020458430165,0.05200835152083272,0.3699450529033337,0.3699450529033337,0.7168151784331274,0.5535535535535492,3.349182992269068e-14,0.004523707969751489,0.2654320306378096,1.3935001195572248e-12,3.156268935340731e-13,0.1041508150201007,3.4807005430021583e-13,0.2451716738197427,0.7548283261802566,0.0025830508754858547,0.372813325489898,0.013398240760445934,0.13158639024804147,0.2362514453677991,0.6727827352814532,0.04812030075187969,1.5623355967268994e-13,1.0454470040909825e-12,1.0902064765165166e-14,0.8628628628628628,0.015107682417229325,1.853390672607262e-12,0.12780903391737597,1.1182590642626227e-12,0.31077686773934454,0.13090176059516806,0.17277761151366436,0.002981725000372868,0.011230473245502201,9.438713612259886e-15,0.22847420490495765,0.349536506414106,0.8992479524087192,3.344734205397348e-13,0.868623265709879,0.8049046002198192,0.5241349183663823,0.0,0.8192337605188329,0.043636178357885566,0.04761031694395615,2.9456077631363025e-15,5.536492964929934e-17,0.8400126011180296,0.05989999999999059,0.9515156535224176,0.17516298139719505,0.868623265709879,0.5241349183663823,0.12030133424138005,0.49686870057964194,0.4258293731334264,0.6008212752676481,0.30533669549310505,0.07602049080481489,0.0,0.7345629778627121,1.0721562285264366e-13,0.3792600959858138,0.11476643334514236,0.8595913840636493,0.3721496387180396,0.18045017910771205,0.39009092888937635,0.0,0.04118800438924446,
0.19630512514898615,0.17578190332831528,0.22490962865593156,0.10189786549292568,0.10189786549292568,0.9972505510973799,0.9220139149189489,0.935711347467202,0.6797819557911361,0.930764750726594,2.2316221168657545e-14,1.937730817063126e-14,0.1480610442426975,1.8082616342434344e-13,0.0,0.03535045303037464,0.07387208725830482,0.07387208725830482,0.21457791000371915,0.5653358768224551,1.4253279882031326e-11,0.07405313736574327,0.18545689934189194,0.004200196997997455,0.05231795778689552,0.3750833577480037,0.3750833577480037,0.7204511225181975,0.6706706706706674,1.5387198334555396e-14,0.005707688202430172,0.0,2.644949909389204e-12,1.6889850385215437e-13,0.10494488398046631,2.750615806017169e-12,0.6579935622317609,0.34200643776823925,0.0029084057103346108,0.395236454975922,0.013398240760445934,0.07408716802896163,0.1840777202632462,0.7250548464186364,0.2586466165413532,4.474945771852218e-12,3.656537201840051e-14,0.7557557557557557,2.882112542513113e-13,0.09578913532626165,2.6075806720270354e-12,0.1027487542195783,9.40942705192999e-14,0.5046184957881286,0.3801114960564868,0.9452486432844944,0.2063579023300962,0.01063339800462141,5.317145896356446e-13,0.68703360355242,0.286543703640761,0.9053274867920281,1.3611853185432155e-12,1.0,0.8412384904378865,0.5584542993236881,0.0,0.5342139180542398,0.031862014210969264,0.2924731417312855,4.032446537645333e-15,0.5320641282565083,0.840104440293379,0.787999999999998,0.9514352577272083,0.051590596090510955,1.0,0.5584542993236881,0.12030133424138005,0.15842286638053715,0.39881601287057655,0.12117547541137132,0.12351199916775735,0.04209762370080671,0.0,0.4840131534774446,0.4977220956719757,0.3806994142357517,0.10190599894410157,0.8218688819854598,0.3953858058659331,0.18134504978507568,0.39277681104784534,0.0,0.007199705726472754,
0.7225268176400467,0.6468194235379382,0.7612882024318108,0.1303106315175051,0.1303106315175051,0.9984760401972359,0.9235645604533264,0.9367270062046609,0.6817455667124079,0.9321240332158774,0.05611222444888832,0.0,0.22156266688575743,2.454790933638384e-13,0.25662810932541674,0.08548894418102439,0.12200838328751065,0.12200838328751065,0.31771414404363435,0.6425943589044834,9.976294281449868e-12,0.151498021481062,0.2858992340058262,0.004248880799634924,0.05324883035798944,0.3752315174582477,0.3752315174582477,0.7205165025933042,0.8668668668668656,4.1133273628896576e-14,0.0054219360965832575,0.2957939232068164,8.076900057892893e-12,1.7416478018344591e-12,0.10512410957653828,2.636671945331624e-13,0.2008226037195997,0.7991773962803987,0.011591117194890754,0.371267751178193,0.03737497339859645,0.15161071357864145,0.2847185450144262,0.6772957469250699,0.09924812030075188,1.7456496400763863e-13,9.368263401539547e-13,0.4264264264264264,2.0468602738866869e-13,0.02764384442301531,2.1499831817713478e-11,0.20618871564057173,1.2991732226794462e-12,0.6627275589942929,0.42873867469496496,0.5518032284260469,0.14466825886450396,0.06243680573072797,1.8955321930021467e-12,0.13254136569250388,0.397213677209787,0.9008321486701683,1.686514332885127e-12,0.5963200342117976,0.8319487121067337,0.5220734364518929,0.0,0.8768930414808058,0.15034494446559993,0.014222184608985696,1.454383121088191e-14,9.19424226693396e-15,0.840258212260352,5.754402491740055e-15,0.9515804031768474,0.03028015307537891,0.5963200342117976,0.5220734364518929,0.12030133424138005,0.5864882566494158,0.4484030352203634,0.7230372938493328,0.32101751699385717,0.01403336844217749,0.0,0.8276742447897587,8.416834243866844e-14,0.38337472054741106,0.13031609524900079,0.8640219684682937,0.37133320321452484,0.18148900023979408,0.39315243326441873,0.0,0.052613037556792995,
0.6441597139451725,0.5039861738306294,0.6878738087413732,0.11639610645715948,0.11639610645715948,0.9978573321967006,0.9222967433637533,0.9359240287866875,0.6794440370887438,0.9311230299935823,9.385326659709513e-15,0.8697394789579158,0.19762611428336585,4.4246848927313133e-13,0.0,0.08032486737711857,0.11705052508225544,0.11705052508225544,0.270980537994298,0.626788390788935,4.1167238450560926e-12,0.13241944601469746,0.23217175531340947,0.004288165811138056,0.05300435803276393,0.37543670576102395,0.37543670576102395,0.7206506385774469,0.6066066066066027,3.419258534832842e-14,0.00549967747832153,0.2702109108567776,2.6256619253210933e-12,7.53224383638809e-13,0.10381642652372713,2.420160261581319e-13,0.18839413447782571,0.8116058655221734,0.0015524394648751246,0.37206961570894,0.013398240760445934,0.13253386882371238,0.2316478813879852,0.6718897011752967,0.04060150375939846,1.6498263901437373e-13,9.921045790288415e-13,8.884226462142142e-14,0.04014014014014014,0.011250401800064515,1.2358715681099718e-12,0.12968976048866765,2.7312759397810658e-12,0.3964415333393374,0.19991681616378107,0.19430307382314563,0.03624750016050462,0.027655172560458775,4.3798912117934447e-13,0.1409597363128777,0.371123531965762,0.9004536895821752,5.33862310899558e-14,0.6817990151411261,0.811680691044768,0.5221792162773989,1.0928341756252097e-12,0.8133945163933984,0.04025460307287777,0.04877809130520039,8.908433366833755e-15,9.88952658047104e-15,0.8401126547106782,0.8629999999999988,0.9515353219719582,0.5088455269134718,0.6817990151411261,0.5221792162773989,0.12298903417010651,0.5103734869969507,0.42927225191283613,0.6487827258807742,0.307700765402695,0.04239213109733253,0.0,0.7262466721859488,1.0032143235615269e-12,0.380875666963986,0.11639719142377625,0.8592858673228418,0.37112355160873767,0.18038469614425198,0.38986682805176986,0.0,0.056705592897780335,1.0
0.45196662693682876,0.5043206779283046,0.5054880052579688,0.13195134649060503,0.13255083850000937,0.9944584635229146,0.9178923568168457,0.9326142134082315,0.6737178313850662,0.915263725616181,1.533284292444705e-13,4.462395024721443e-14,0.1610524586123323,5.384376821520203e-13,0.0,0.07445659828177047,0.11141659530355574,0.11141659530355574,0.24792363951902813,0.6085297724485617,3.305398707709272e-13,0.13355002826455628,0.23465314489157366,0.004487069316737036,0.05269357818218179,0.3737207851452089,0.3737207851452089,0.7178388252952494,0.03963963963963001,3.225882133026837e-14,0.004606702147552322,0.25599567362345066,4.4675509450973676e-12,1.1155693726483422e-12,0.10443541862867334,4.697202630514147e-14,0.05221745350500742,0.947782546494994,0.044736931992209975,0.369972689634811,0.031194580407178887,0.1336934694685635,0.23336611301425395,0.6696707847992834,0.003007518796992393,9.415675862940452e-14,1.740189072440718e-12,1.5798430694784785e-14,2.5822395612102106e-14,0.0009643201542913517,5.541838117283405e-13,0.10853560520816619,2.000061301353605e-13,0.42436537669364416,0.15074044865103764,0.14334807556880003,0.023942875517527957,0.04721030830841653,6.50614442164101e-13,0.05984200398704191,0.312811716604044,0.9002583608141058,1.2723158186773481e-14,0.9702047968216283,0.8130779720480383,0.5205204522260624,0.0,0.803848547827859,0.046869843882403575,0.12992369109711366,1.2900678435807742e-13,1.3562236656796728e-13,0.8407724873895905,4.258967924008043e-14,0.9510552503631997,0.009033594488569757,0.9702047968216283,0.5205204522260624,0.12030133424138005,0.46713575191320067,0.39946315042108793,0.5492884916903945,0.301218672715437,0.025369012892464023,0.0,0.7229910879067667,4.095386065024423e-13,0.38149616321213664,0.13194904902608284,0.8593663689319369,0.36923703286189546,0.18088837206448002,0.3914878180860102,0.0,0.20203368892858295,
0.6587008343265792,0.6112504878184758,0.7288859677949396,0.12646126177291817,0.12646126177291817,0.9982861042953854,0.9230520215919763,0.9364778738375009,0.6807058168588933,0.9318058989793677,1.2745505339679326e-16,0.16132264529058116,0.17627757466212013,1.262752537879798e-13,0.06602518169720543,0.13637857377587875,0.17086582232839018,0.17086582232839018,0.33977934796082837,0.612208747785802,3.411572120744815e-11,0.14980214810627557,0.29506958679469114,0.004101493607768576,0.05230754222428402,0.37539419701114873,0.37539419701114873,0.7203319000283064,0.0731731731731639,3.472483851512371e-14,0.005385166524140117,0.2512499034290956,6.310801469631388e-12,9.466708687961767e-13,0.10521621161896166,4.3412427436705796e-13,0.28478183118741085,0.7152181688125905,0.003245721529736129,0.373248367752744,0.017556927005747083,0.14997030291031405,0.2938284145801145,0.6771977865511797,0.1518796992481203,4.4120357251572895e-13,3.7060079992773303e-13,1.3579764882922924e-14,5.323502673112112e-14,0.046608807457409245,1.93047639078e-12,0.13713229384343406,3.727162555881296e-13,0.49740967524541846,0.1362995133816133,0.26596357736729104,0.03140870853447698,0.03282662567213561,6.555213568581141e-13,0.07980457991165428,0.340990860316124,0.9015016506512535,2.5502767589696352e-12,0.2193486546058333,0.8207718734451603,0.5213301837157999,2.6640858304368657e-12,0.8882130020526846,0.07539923203591674,0.047530376242742305,0.6342685370741445,0.31262525050099504,0.8401242499956167,0.2119999999999921,0.9515212625536635,0.1569338736915414,0.2193486546058333,0.5213301837157999,0.13062315925424076,0.503999583968685,0.42721842190415016,0.5735065021416966,0.3067168877598272,0.018005106689875528,0.0,0.8067634424345616,5.152701506937078e-13,0.38108194638138915,0.12647391340124248,0.8633940852813778,0.3729814426571856,0.18159357851110278,0.3934169016580662,0.0,0.033853620016631066,
0.6010131108462455,0.5590678485811449,0.6611896155110082,0.12586176976351604,0.12586176976351604,0.998291471400933,0.9228179013768588,0.936307066035591,0.6800635547097961,0.9315622045229924,0.9509018036072141,0.0,0.17591556094154293,6.222844506672727e-13,0.24198996826696653,0.08910379794375843,0.12547888403118931,0.12547888403118931,0.2915582000743776,0.6130262978607437,4.7006776167514376e-11,0.15488976823063832,0.25536735354407125,0.004100544072463859,0.052326612972729336,0.3751863340005115,0.3751863340005115,0.7204882139595092,0.06646646646645711,3.6741516343076575e-14,0.004954437246945831,0.26222035825046597,2.173415428288407e-12,3.8759234300150657e-13,0.10946203279994227,1.3816381174911146e-12,0.527271101573676,0.4727288984263238,0.002116371790266864,0.380447254760302,0.013398240760445934,0.1551036569844732,0.2541253768762769,0.6920968759753319,0.2090225563909779,3.0996738239065707e-13,5.274017187596097e-13,1.1131581918118118e-14,7.148487231036037e-14,0.11571841851494694,4.399719449653801e-12,0.1394791834110275,5.819296006953187e-13,0.3835334266674444,0.4313531674241794,0.5683143493450111,0.06734666294889013,0.0169472092233778,2.3127825211004257e-13,0.4963862000148993,0.341130319668868,0.9127619134242323,5.120297286852596e-13,0.8917859254301508,0.8117986477125592,0.5372923320023096,3.5066849933214884e-13,0.8473042501771535,0.055121675213573404,0.06931769400163633,8.433387572144448e-17,0.7825651302605188,0.8400787528654442,0.31799999999999323,0.9514976113486368,0.15305995085284418,0.8917859254301508,0.5372923320023096,0.12513263146485049,0.4280836807604269,0.4192615317496887,0.5755031211211686,0.281737747626827,0.05064211331202937,0.0,0.7638706861282685,1.3840230303346408e-13,0.3805928733930103,0.12587415043498296,0.8614826676227967,0.3821455736974815,0.1868035863903736,0.40131486167220665,0.0,0.012352929073514478,
0.647377830750893,0.6084072029882366,0.7198159710811697,0.1317462571189678,0.1317462571189678,0.9984387686309399,0.9232620883603361,0.9366390416929182,0.6809960803596657,0.9319523577337784,0.8126252505010003,0.0,0.19404192170233703,2.6164232584868687e-13,0.03111884532705492,0.149476550396695,0.18344075359444717,0.18344075359444717,0.3403991570596249,0.6424581005586588,2.2667022047109536e-11,0.1626625211984173,0.30326896105297263,0.004051490112995857,0.052155783076099915,0.3749123674956891,0.37490988383839285,0.7203335665792401,0.6726726726726695,3.7180157143859006e-14,0.0048000050426839636,0.26335713576213826,3.95312906412744e-12,7.788214239741567e-13,0.10548256076867757,5.746733843269792e-13,0.3398605150214584,0.6601394849785411,0.002225786702652401,0.375062348601937,0.04351989785060713,0.16286732471646312,0.3020953780649902,0.6751132809207363,0.07969924812030077,2.8913624110094457e-13,5.660104498025694e-13,1.0481283318088088e-14,1.658388457199199e-14,0.028929604628736984,5.095574310996907e-12,0.14981514226008708,2.9218910257808674e-12,0.4561423436835823,0.1922644835475191,0.26064505234999785,0.01949649117083563,0.029555828364123588,2.5611607625754943e-13,0.12654517061084752,0.353810150827482,0.9013053595564748,9.500245505942209e-13,0.31074147904113636,0.8179698832120188,0.522593340397453,2.6141683546858907e-12,0.8661275568771227,0.09874460717258003,0.022128583808668962,2.739973380851731e-15,0.9599198396793582,0.8401371902416737,0.24499999999999245,0.9515115470757548,0.25138103420940217,0.31074147904113636,0.522593340397453,0.131245634994505,0.49012543972216305,0.424972731719476,0.6300446628489985,0.3037512951029927,0.028596271497410907,0.0,0.8056102400349519,3.6814244960643245e-11,0.38205233212239553,0.1317531819338036,0.8636174642174412,0.37434119076389194,0.1818045964595162,0.3939301781620137,0.0,0.026382235128498722,
0.6212753277711562,0.572392261805207,0.676043378245153,0.13488570211557693,0.13488570211557693,0.9983657163609965,0.922864605152648,0.9363307140293294,0.6800543485913023,0.9315946836682542,3.209549981162357e-15,0.0,0.17540206630242727,5.788457633641415e-13,0.2865185791790357,0.0819210365710527,0.1185829539820612,0.1185829539820612,0.2988719474401878,0.610846164327564,4.224900530035709e-11,0.16817410966647753,0.26475347933973514,0.0041886577299729555,0.05607841598363006,0.3790646603937744,0.3790646603937744,0.7222412973458052,0.7997997997997979,3.824198883841422e-14,0.005545902083679166,0.25978125310406486,3.156194945924367e-12,7.879832061706927e-13,0.10567340283856752,9.729264432930408e-13,0.45207439198855526,0.5479256080114447,0.0018500994026050908,0.371650230494114,0.019534298077605983,0.16839663998642426,0.26350540864735195,0.7035331800898953,0.2751879699248123,1.4081851511831623e-13,1.1612731972198742e-12,1.9298567277287287e-14,6.398804777780781e-14,0.11989713918354225,1.9417267388376453e-12,0.13914161710335893,2.788793458980355e-13,0.5490095029805895,0.6524602556883595,0.7701406435676731,0.024451126718316528,0.027101040147465064,7.90441382558324e-14,0.47270971488443925,0.340177435803167,0.9012422186329323,5.115027311248508e-13,0.9960013132956473,0.8313645971749719,0.5334790260994559,0.0,0.8488301908167375,0.05695918343261576,0.10225223813568105,1.2290341067334803e-15,0.978957915831663,0.8401143316285226,0.09449999999999094,0.9515172728087017,0.20435419690545512,0.9960013132956473,0.5334790260994559,0.12030133424138005,0.49084357361814024,0.42542551008723883,0.5695333291472057,0.3033769670543941,0.03556151257292144,0.0,0.7774354997088055,2.2178923070922822e-14,0.38107411111985157,0.13489712646917051,0.8623267653639187,0.37819246907705656,0.18188945341465435,0.39412927226804717,0.0,0.016628012188051405,
0.5918951132300353,0.5497574845291855,0.6584291817285567,0.15261804470948404,0.15555240033445394,0.9984500991870928,0.9228299281002382,0.9363258940560842,0.6798079495374736,0.931594885402076,1.510921723983983e-14,0.4629258517034068,0.17407981760670377,2.454790933638384e-13,0.0,0.08365804422327615,0.1202505971965567,0.1202505971965567,0.2873434982025529,0.6103011309442695,1.474408150832755e-11,0.1554550593555689,0.24803107131297814,0.004065990643665321,0.052095636869476714,0.37423079461844777,0.37423079461844777,0.7200776441807002,0.5535535535535492,3.20207784566778e-14,0.00399527668577937,0.24820378116481093,6.052342483118497e-12,1.544564578705948e-12,0.10506436771118088,3.0485945978903814e-13,0.22317596566523631,0.776824034334765,0.002536451200768422,0.36963718146295,0.013398240760445934,0.15517436434086668,0.2467121259604269,0.6826539515620126,0.12330827067669202,1.0582219775164271e-13,1.544886967777708e-12,2.0063624453793794e-14,3.786275016438439e-14,0.036322725811636286,3.287601710177915e-12,0.14523388522745528,8.279665534280147e-13,0.6245578436979398,0.49556875612396845,0.5475864528339454,0.1148130241098909,0.0546844352582463,1.1384202920351737e-12,0.1764108271158064,0.338353775853967,0.9006075485177313,6.876365045575137e-13,0.7263044187903588,0.8297126004519231,0.5229928255726708,0.0,0.8396440557992375,0.053839576036366035,0.12673346431229768,5.998798114448958e-15,4.7787309298397264e-15,0.8401829100956818,0.8479999999999985,0.9514280057318727,0.18622473576233864,0.7263044187903588,0.5229928255726708,0.12030133424138005,0.3081888738606655,0.38246180475093516,0.5654735688400018,0.2713026940831572,0.018775664573039582,0.0,0.7647131373659333,9.43406496933155e-14,0.38136573477829205,0.15262852667145532,0.8610859274286565,0.3717316270964608,0.18146026880512378,0.3930785519439888,0.0,0.046310633310409,
